1,2002,Emily,1117
2,2002,Emma,838
3,2002,Madison,792
4,2002,Olivia,790
5,2002,Grace,775
6,2002,Hannah,771
7,2002,Abigail,735
8,2002,Ashley,667
9,2002,Samantha,661
10,2002,Alexis,651
11,2002,Elizabeth,636
12,2002,Jessica,630
13,2002,Alyssa,574
14,2002,Sarah,570
15,2002,Isabella,568
16,2002,Lauren,537
17,2002,Kayla,526
18,2002,Taylor,491
19,2002,Anna,479
20,2002,Brianna,459
21,2002,Natalie,443
22,2002,Jennifer,428
23,2002,Megan,428
24,2002,Sophia,414
25,2002,Sydney,400
1,2003,Emily,1132
2,2003,Emma,1046
3,2003,Olivia,808
4,2003,Abigail,793
5,2003,Grace,777
6,2003,Madison,736
7,2003,Elizabeth,686
8,2003,Alexis,680
9,2003,Hannah,659
10,2003,Ashley,644
11,2003,Isabella,614
12,2003,Samantha,592
13,2003,Jessica,582
14,2003,Sarah,582
15,2003,Kayla,542
16,2003,Alyssa,532
17,2003,Lauren,479
18,2003,Brianna,471
19,2003,Anna,460
20,2003,Natalie,456
21,2003,Sophia,454
22,2003,Taylor,407
23,2003,Jennifer,406
24,2003,Julia,396
25,2003,Mia,393
1,2004,Emily,1094
2,2004,Emma,885
3,2004,Olivia,797
4,2004,Abigail,748
5,2004,Madison,732
6,2004,Grace,717
7,2004,Isabella,679
8,2004,Ashley,661
9,2004,Elizabeth,641
10,2004,Samantha,604
11,2004,Hannah,592
12,2004,Sarah,572
13,2004,Alexis,557
14,2004,Alyssa,523
15,2004,Jessica,497
16,2004,Sophia,480
17,2004,Anna,477
18,2004,Natalie,453
19,2004,Lauren,450
20,2004,Mia,432
21,2004,Kayla,426
22,2004,Ava,418
23,2004,Brianna,403
24,2004,Julia,399
25,2004,Ella,387
1,2005,Emily,1015
2,2005,Emma,840
3,2005,Olivia,797
4,2005,Isabella,735
5,2005,Abigail,721
6,2005,Ava,643
7,2005,Grace,642
8,2005,Samantha,607
9,2005,Elizabeth,596
10,2005,Mia,591
11,2005,Madison,589
12,2005,Hannah,586
13,2005,Sophia,566
14,2005,Ashley,559
15,2005,Natalie,520
16,2005,Alexis,489
17,2005,Ella,443
18,2005,Alyssa,420
19,2005,Jessica,420
20,2005,Lauren,411
21,2005,Sarah,404
22,2005,Anna,395
23,2005,Julia,390
24,2005,Alexandra,372
25,2005,Kayla,360
1,2006,EMILY,937
2,2006,EMMA,828
3,2006,ISABELLA,828
4,2006,OLIVIA,820
5,2006,AVA,739
6,2006,ABIGAIL,706
7,2006,MADISON,671
8,2006,GRACE,650
9,2006,SOPHIA,636
10,2006,MIA,616
11,2006,SAMANTHA,602
12,2006,HANNAH,577
13,2006,ELIZABETH,561
14,2006,ASHLEY,492
15,2006,NATALIE,473
16,2006,ELLA,465
17,2006,ALEXIS,437
18,2006,SARAH,433
19,2006,CHLOE,397
20,2006,ADDISON,391
21,2006,BRIANNA,385
22,2006,LAUREN,382
23,2006,ALYSSA,377
24,2006,JULIA,371
25,2006,KAYLA,371
1,2007,ISABELLA,893
2,2007,OLIVIA,874
3,2007,EMILY,815
4,2007,SOPHIA,815
5,2007,AVA,797
6,2007,EMMA,794
7,2007,ABIGAIL,680
8,2007,MADISON,618
9,2007,GRACE,563
10,2007,MIA,558
11,2007,ADDISON,555
12,2007,ELIZABETH,553
13,2007,HANNAH,544
14,2007,SAMANTHA,518
15,2007,NATALIE,473
16,2007,ASHLEY,470
17,2007,ELLA,464
18,2007,ALYSSA,443
19,2007,CHLOE,409
20,2007,SARAH,378
21,2007,ALEXIS,374
22,2007,JULIA,372
23,2007,JOCELYN,358
24,2007,ANNA,348
25,2007,LAUREN,336
1,2008,OLIVIA,850
2,2008,EMILY,794
3,2008,EMMA,783
4,2008,ISABELLA,773
5,2008,SOPHIA,754
6,2008,AVA,726
7,2008,ABIGAIL,671
8,2008,MADISON,527
9,2008,ADDISON,510
10,2008,GRACE,505
11,2008,MIA,505
12,2008,SAMANTHA,500
13,2008,ELIZABETH,476
